unom,T1 < min,P1 <= 0,Сильная течь в системе отопления,Протечка труб в подъезде,Течь в системе отопления,T1 > max,P2 <= 0,Температура в квартире ниже нормативной,Отсутствие отопления в доме,Температура в помещении общего пользования ниже нормативной,Аварийная протечка труб в подъезде,Крупные пожары,ID ODS,№ ОДС,ods_adress,ID УУ,Адрес,Округ,Группа,Потребитель (или УК),ЦТП,Объём поданого теплоносителя в систему ЦО,Объём обратного теплоносителя из системы ЦО,Температура подачи,Температура обратки,Наработка часов счётчика,Проект,Количество этажей,Количество подъездов,Количество квартир,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Материалы стен,Признак аварийности здания ,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Материалы кровли по БТИ,Типы жилищного фонда,Статусы МКД
27072,0,0,0,0,0,1,0,1,0,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",448693882.0,"Федеративный пр-т, д. 7, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/029,102.01774776525822,101.19593603286386,89.049821685446,59.918751676056345,22.85723504225352,нет данных,5.0,4.0,60.0,3326.9,3273.2,53.7,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27073,0,0,0,0,1,0,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",391777982.0,"Федеративный пр-т, д. 8, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/038,309.6809529061033,303.8202758215963,64.36367279812207,54.058766295774646,22.876445361502345,П-46,12.0,2.0,95.0,4315.0,4277.0,38.0,панели керамзитобетонные,нет,4.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27074,0,0,0,0,0,0,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",375952946.0,"Федеративный пр-т, д. 8, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,504.489612509434,508.39660414150944,61.023848787735844,55.69788949056603,23.836031933962264,нет данных,5.0,4.0,80.0,3563.5,3544.5,19.0,из железобетонных сегментов,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27075,0,0,1,1,0,1,0,1,0,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",785504720.0,"Федеративный пр-т, д. 9, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/029,133.95377604411766,133.4597072254902,90.30491212254903,61.09527554411765,23.56381644607843,нет данных,5.0,3.0,54.0,5120.2,3531.7,1588.5,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27076,0,0,0,0,0,1,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",392421911.0,"Федеративный пр-т, д. 9, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/029,138.34923199061032,138.51920830516434,87.45348692957747,58.5381112112676,22.981334417840372,нет данных,5.0,3.0,49.0,4854.3,3587.9,1266.4,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27078,0,0,1,0,0,0,0,1,0,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",785483629.0,"Федеративный пр-т, д. 10, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,249.44498239906105,248.06512250704222,61.69016756338027,51.783610788732396,23.72036614084507,нет данных,5.0,4.0,80.0,3538.8,3522.3,632.1304779315749,из железобетонных сегментов,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27079,0,0,0,0,0,0,0,1,0,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",392388893.0,"Мартеновская ул., д. 11/12",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/038,340.9129163004695,342.75085276995304,64.95540168075117,51.78664799999999,23.98681296713615,И-209А,14.0,1.0,94.0,4589.6,4089.0,500.6,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27081,0,0,1,0,0,0,0,1,0,1,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",448650047.0,"Федеративный пр-т, д. 15, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/019,441.6222674600939,450.30861208920186,64.06351029577466,46.42832996244132,23.468039361502345,И-491А,16.0,3.0,222.0,13630.4,12731.9,898.5,из железобетонных сегментов,нет,3.0,3.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27082,0,0,0,0,0,0,0,1,1,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",392412049.0,"Федеративный пр-т, д. 15, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/044,242.8216145821596,243.53298305633805,70.89275096713614,56.65238393896714,23.94105436619718,нет данных,5.0,3.0,52.0,4860.0,3653.0,1207.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27083,0,0,0,0,0,0,0,1,0,0,0,0,143495547.0,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2",392403231.0,"Федеративный пр-т, д. 16, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/038,562.7062885117371,569.7807089906103,64.71439433333333,58.605868342723,22.798242990610326,И-209А,14.0,1.0,95.0,4578.1,4095.7,482.4,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27084,0,0,0,0,1,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438236536.0,"Федеративный пр-т, д. 18, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,97.60768041037734,97.1168120754717,86.00298192924528,57.529793391509436,23.877512801886787,нет данных,5.0,3.0,60.0,2446.7,2446.7,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27085,0,0,0,1,1,0,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",785506626.0,"Федеративный пр-т, д. 18, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,69.44399743421053,50.393773980263155,86.19918409868421,52.721353644736844,22.254003822368425,нет данных,5.0,3.0,60.0,2493.1,2493.1,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27086,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438295783.0,"Федеративный пр-т, д. 20",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,63.51521179342723,63.118455197183096,87.15753571830986,48.405247239436626,23.882012455399064,нет данных,5.0,4.0,60.0,3916.0,3245.0,671.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27087,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",396098301.0,"Федеративный пр-т, д. 21, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/030,243.2190525915493,244.14020320187797,58.11519484976525,48.55609958685446,23.39666776525822,II-18-01/12,12.0,1.0,84.0,3619.4,3619.4,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27088,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",891647608.0,"Федеративный пр-т, д. 21, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/030,1.1944496557326126e+22,282.49170636191604,58.04262465258216,52.48117199295775,23.647092945882356,нет данных,12.0,1.0,69.0,4224.2,3373.6,850.6,кирпичные,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27089,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438306564.0,"Федеративный пр-т, д. 22, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,66.99704452112675,65.38100379812207,84.44812941314555,52.841854643192484,23.99954037558685,нет данных,5.0,3.0,45.0,2440.9,2440.9,0.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27090,0,0,0,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",785506158.0,"Федеративный пр-т, д. 22, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,2.6640604887020577e+22,54.80286726793846,84.20518846596859,50.14804458115182,23.505300421052628,I-515,5.0,3.0,60.0,2561.1,2561.1,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27091,0,0,0,1,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438309647.0,"Федеративный пр-т, д. 22, к. 3",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,2.434619872450206e+22,62.397898359694956,88.28798864114832,51.657515052631574,23.10307810576923,нет данных,5.0,3.0,60.0,2473.0,2473.0,0.0,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27092,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",785504573.0,"Свободный пр-т, д. 12/23",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/008,,,,,,нет данных,5.0,6.0,120.0,5404.7,5135.9,268.8,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27100,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",374447602.0,"Федеративный пр-т, д. 26, к. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,59.11153042723005,65.99709323474178,74.00206996244131,40.73455187323943,21.0312048685446,П-18/22,12.0,1.0,84.0,3633.6,3633.6,0.0,легкобетонные блоки,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27101,1,0,0,0,0,0,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438312401.0,"Федеративный пр-т, д. 28А",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,2.3888993114652253e+22,57.903158080639656,82.92536810798123,45.137130788732385,23.2134664245283,II-18-01/12,12.0,1.0,84.0,3635.2,3635.2,0.0,из мелких бетонных блоков,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27103,0,0,0,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",396203932.0,"Федеративный пр-т, д. 30",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,101.61690782629107,100.40535137558686,85.3746318169014,54.594621352112675,23.316272145539905,П-18/22,12.0,1.0,80.0,4087.3,3457.2,630.1,легкобетонные блоки,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27104,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",332701150.0,"Федеративный пр-т, д. 30А, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,66.73181456157636,67.290583773399,84.42648103940887,49.23825699507389,23.928627955665025,П-18/22,12.0,1.0,84.0,3630.6,3630.6,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27105,0,0,0,0,0,1,0,1,1,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",257264562.0,"Федеративный пр-т, д. 30А, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,52.86015962441314,52.79850234741784,83.08902582629109,44.46621675586854,23.16192488262911,П-18/22,12.0,1.0,84.0,3624.4,3624.4,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27106,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",396192926.0,"Федеративный пр-т, д. 32, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,59.46331242723005,60.01669325821596,86.01027126291079,47.750321450704234,23.63487926760563,П-18/22,12.0,1.0,84.0,3633.0,3633.0,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27107,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",374195677.0,"Федеративный пр-т, д. 32, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,67.58042886384976,67.42222803286384,85.01774729107981,49.95696675586855,23.528926079812205,П-18/22,12.0,1.0,84.0,3643.4,3643.4,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27108,0,0,0,0,0,1,0,1,1,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",258786804.0,"Федеративный пр-т, д. 33",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/016,4.7777986229304505e+22,75.98491487019949,83.19014963849766,50.84861266197183,23.298614938388628,I-515,5.0,4.0,80.0,3524.3,3524.3,0.0,панельные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27109,0,0,0,0,0,1,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",374492243.0,"Федеративный пр-т, д. 34, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,45.32233347208122,46.64890254314721,83.55415854314721,43.761609375634514,23.12194514213198,П-18/22,12.0,1.0,80.0,4482.3,3461.2,1021.1,из железобетонных сегментов,нет,2.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
27110,0,0,0,0,0,0,0,1,0,0,0,0,143495708.0,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50",438316923.0,"Федеративный пр-т, д. 34, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/009,78.35236484037559,79.72588853521127,84.4725247370892,52.577289436619715,23.148092492957744,II-18-21/12,12.0,1.0,84.0,3622.3,3622.3,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27111,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",438319275.0,"Федеративный пр-т, д. 35",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/027,153.38826123004694,152.64730199061034,70.92052646478872,51.282923126760565,21.86380997183098,нет данных,5.0,4.0,75.0,3582.5,3200.7,373.1,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27112,1,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",591420724.0,"Федеративный пр-т, д. 37",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,204.5342851361503,208.63997395774646,61.8661394084507,48.07069039906102,23.99960227230047,нет данных,5.0,4.0,80.0,4117.0,3363.0,754.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27115,0,0,1,0,1,0,0,1,1,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",592789437.0,"Федеративный пр-т, д. 39",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,204.50967392957747,204.34636333802817,62.02667107511737,48.52250671361502,22.747896723004693,нет данных,5.0,4.0,74.0,3429.0,3127.0,302.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27117,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",396105815.0,"Федеративный пр-т, д. 40, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/028,2.3888993114652253e+22,317.1706284656162,56.116272413145545,48.29008475117371,23.069240929245282,И-209А,14.0,1.0,98.0,4258.1,4258.1,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27118,0,0,0,1,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",592789428.0,"Федеративный пр-т, д. 41",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,154.0694964084507,151.96761297183096,62.120889657277,45.56155130516432,23.999179319248828,нет данных,5.0,4.0,76.0,3848.4,3211.2,637.2,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27119,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",371051181.0,"Федеративный пр-т, д. 42, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/028,198.1756161971831,198.6462734741784,55.21859154929577,43.47920187793427,23.99154929577465,И-209А,14.0,1.0,94.0,4257.3,4092.9,164.4,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27120,0,0,0,0,0,0,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",254141778.0,"Федеративный пр-т, д. 42, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/028,199.78595400469484,206.16299882629107,55.76806280751175,44.411896943661965,23.20881129577465,И-209А,14.0,1.0,98.0,4260.6,4260.6,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27121,1,0,0,0,0,0,0,1,1,1,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",785487278.0,"Федеративный пр-т, д. 43",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,163.88396786854463,163.98487015492958,60.39216161032864,45.62012292488264,22.182128906103284,нет данных,5.0,4.0,80.0,3356.0,3356.0,0.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27122,0,0,0,0,0,0,0,1,1,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",277878520.0,"Федеративный пр-т, д. 44",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-07-0223/036,125.20086927699529,121.82303586854461,61.98274418779344,44.76514200938968,22.52550352582159,П-4,5.0,4.0,80.0,3492.0,3492.0,0.0,из железобетонных сегментов,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27123,0,0,0,0,1,0,0,1,1,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",785503814.0,"Федеративный пр-т, д. 46, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-07-0223/036,271.8762218497653,270.3355867605634,62.445973291079824,51.14093437558686,23.999572469483567,1-МГ-601,5.0,4.0,80.0,4026.8,3388.2,638.6,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27124,0,0,0,0,0,1,0,1,0,0,0,0,143494904.0,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1",396096056.0,"Федеративный пр-т, д. 46, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/015,101.51098517840376,105.10463890140845,82.79188514553991,57.381611107981215,23.99983036150235,П-18/22,12.0,1.0,84.0,3652.9,3652.9,0.0,крупноблочные,нет,2.0,0.0,прочая(черепица;щепа;дранка),МКД,в эксплуатации
27125,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",594361161.0,"Федеративный пр-т, д. 48, к. 1",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,115.5904993802817,109.88599435211268,61.940583943661984,40.52384222535211,22.963700990610327,нет данных,5.0,4.0,66.0,3428.0,2771.0,657.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27126,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",594360674.0,"Федеративный пр-т, д. 48, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,140.56407258685445,139.55261516901408,60.536328276995306,48.02447288732395,22.834601032863848,нет данных,5.0,3.0,60.0,2461.0,2461.0,0.0,кирпичные,нет,0.0,0.0,стальная,МКД,в эксплуатации
27127,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",330747455.0,"Федеративный пр-т, д. 50",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,232.54197843192486,232.89745635211267,62.492916910798115,49.58821090140845,23.999212563380286,нет данных,5.0,4.0,80.0,3434.3,3434.3,0.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27128,0,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",336189071.0,"Федеративный пр-т, д. 52",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,195.18204472413797,196.5973387487685,62.45626511330049,48.81619716748768,23.353386940886697,нет данных,5.0,4.0,80.0,3407.2,3407.2,0.0,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27129,1,0,0,0,0,0,0,1,0,0,0,0,143494815.0,ОДС №10-Ивановское,"город Москва, улица Молостовых, дом 14, корпус 2",336196955.0,"Федеративный пр-т, д. 54",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""",04-07-0223/036,193.4973408169014,193.3442084835681,60.9991865258216,47.43652857276995,23.481700910798125,нет данных,5.0,4.0,76.0,3381.2,3218.7,162.5,кирпичные,нет,0.0,0.0,асбофанера-шифер,МКД,в эксплуатации
27130,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,106.9311225399061,106.70976837558685,89.19108987793425,57.82327610798122,23.99663361032864,нет данных,12.0,1.0,96.0,3613.1,3613.1,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27131,0,0,0,0,0,1,0,0,0,0,0,0,143494674.0,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4",387663841.0,"ул. Константина Федина, д. 1, к. 2",ВАО,МКД,"ООО ""КВАРТАЛ 51-52""",04-06-0603/014,77.80790610328638,77.60282629107982,89.70097808920188,53.77496084976525,23.400469483568077,нет данных,12.0,1.0,96.0,3611.9,3611.9,0.0,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27132,0,0,0,0,0,1,0,1,0,0,0,0,143494674.0,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4",3065491484.0,"ул. Константина Федина, д. 2, к. 1",ВАО,Бюджет,"ГБУК г. Москвы ""ОКЦ ВАО""",04-06-0603/014,45.59389181839622,45.902116610849056,85.77966496698114,57.059644757075475,23.59621485377358,П-18/22,12.0,1.0,82.0,4218.4,3531.9,686.5,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27133,0,0,0,0,0,1,0,1,0,0,0,0,143494674.0,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4",396869822.0,"ул. Константина Федина, д. 2, к. 2",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/014,71.25212676056337,71.01153051643192,86.03180749295775,47.87018777934273,23.12093896713615,П-18/22,12.0,1.0,95.0,3939.9,3591.2,348.7,из железобетонных сегментов,нет,2.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
27135,0,0,0,0,0,1,0,1,1,0,0,0,143494674.0,ОДС №13-Северное Измайлово,"город Москва, Щёлковское шоссе, дом 44, корпус 4",383859432.0,"ул. Константина Федина, д. 4",ВАО,МКД,"ГБУ ""ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ИЗМАЙЛОВО""",04-06-0603/036,128.7290516431925,128.30269953051643,78.79272300938966,56.5718114460094,22.972159624413145,нет данных,5.0,4.0,69.0,3400.4,2911.0,489.4,кирпичные,нет,0.0,0.0,мягкая-совмещенная с рубероидным покрытием,МКД,в эксплуатации
